country,year,cereal_yield,fdi_perc_gdp,en_per_gdp,en_per_cap,co2_ttl,co2_per_cap,co2_per_gdp,pop_urb_aggl_perc,prot_area_perc,gdp,gni_per_cap,under_5_mort_rate,pop_growth_perc,pop,urb_pop_growth_perc,urb_pop
SYR,1998,1584.9,0.539443654976561,259.334821562072,1049.91058085341,62709.367,4.12552831110705,1019.03263756098,31.7119292983492,0.259318610555,15200846139.0769,950.0,24.8,2.31454806473466,15200324.0,2.87814088072727,7752165.24
SYR,1999,1072.3,1.65681022400414,266.66865552073,1016.32927033893,64913.234,4.16836384234005,1093.7124552039702,31.9075405226525,0.319915785017,15873875968.9922,920.0,23.9,2.45066486740677,15572833.0,3.00762978051392,7988863.329
SYR,2000,1148.6,1.39708924846024,261.561496159922,997.578076889351,63589.447,3.97719059170778,1042.80551646048,32.039622894757,0.319915785017,19325894913.1254,990.0,23.0,2.66939868937142,15988534.0,3.21748388848712,8250083.544
SYR,2001,2269.7,0.521331121034726,245.8971364633,958.647398353539,60908.87,3.70155842694157,949.465485641318,32.0944682461653,0.319915785017,21099833783.503,1130.0,22.2,2.91704042409391,16454926.0,3.49354448388241,8543397.5792
SYR,2002,1993.5,0.532845305559089,253.103397683301,995.056687770347,55987.756,3.30059698455183,839.542431542483,32.1000136886826,0.638015049861,21582248881.6592,1200.0,21.4,3.08717280162794,16962918.0,3.65491947518103,8861428.3632
SYR,2003,1999.0,0.71438681556379,246.693881718145,956.046344835914,70091.038,4.00746833752389,1034.0690337726298,32.1014557717896,0.638015049861,22396829912.6194,1240.0,20.6,3.10787330340214,17490104.0,3.67124570246929,9192798.6624
SYR,2004,1657.5,1.09944526999051,255.279125921867,1017.0178536309,67520.471,3.75013786603648,941.312793192843,32.1581020880158,0.638015049861,25012613861.3861,1370.0,19.9,2.94276694981344,18004797.0,3.50728084905887,9520936.6536
SYR,2005,1711.4,1.73256153580627,279.965623935153,1157.22499559352,64396.187,3.48386507078886,842.845999665821,32.3025026560634,0.638015049861,28859003831.4176,1490.0,19.2,2.66220718845094,18484122.0,3.23070717020232,9833552.904
SYR,2006,2002.2,1.97703014826033,279.940831015889,1191.22677982358,68220.868,3.61704509381883,850.013302702574,32.6567722763294,0.638015049861,33332825024.4379,1640.0,18.5,2.0386,18860939.311092,2.65516288262446,10098146.9071587
SYR,2007,1622.4,3.07387806177444,291.16249991452,1283.12930374614,70897.778,3.68387440458282,835.9298457902399,33.0367740203293,0.638015049861,40404985983.1798,1880.0,17.8,2.0386,19245438.4198879,2.65113005315934,10369442.2206356
SYR,2008,896.6,2.78993153542244,286.222056296516,1291.4945711578,71598.175,3.64594113224804,808.01637986953,33.4470106199593,0.638015049861,52581935483.871,2220.0,17.2,2.0386,19637775.9275158,2.64714796099931,10647602.107899
THA,1991,2295.3,2.05017747927966,186.876692153172,789.121942882841,116148.558,2.01257149374287,476.60910568327097,10.2774283241444,15.2067035167,98234713406.7918,1650.0,28.9,1.11421447617746,57711519.0,1.72459276997925,17071067.3202
THA,1992,2254.1,1.89589036239209,184.22767165384,833.390561520754,126830.529,2.17824677164239,481.518929485954,10.2609078090225,15.4129592945,111452745856.776,1870.0,27.1,0.887466832973247,58225969.0,1.49414210119699,17328048.3744
THA,1993,2224.1,1.44310936167653,179.060759088075,870.198155390678,142554.625,2.42972158202996,499.964046298901,10.2571011997936,15.4561868697,125010690988.821,2100.0,25.0,0.761712612900325,58671177.0,1.36472951555944,17566150.3938
THA,1994,2409.4,0.946891501090278,177.237474575122,931.515226034131,158278.721,2.67694202060017,509.33621915678,10.252200825042,16.0023285913,144308067331.745,2370.0,23.1,0.773384581641784,59126690.0,1.37278697566284,17808959.028
THA,1995,2507.5,1.23077858924143,182.385225931305,1037.92915415126,181461.495,3.04209584896818,534.558005717112,10.2362379364735,16.3850320319,168018557307.614,2720.0,21.1,0.88143506474686,59650157.0,1.47726602310993,18073997.571
THA,1996,2525.6,1.28379657956541,192.559771906835,1148.79135030332,202711.76,3.36405755022564,563.881469321543,10.2068562950187,16.8412784515,181947631899.938,2940.0,19.7,1.01404383465937,60258113.0,1.54070732982859,18354621.2198
THA,1997,2458.0,2.58116353450031,198.823194851319,1156.91974785994,210064.095,3.44741769717381,592.4582079327209,10.1670860510937,17.0406256614,150891449495.045,2710.0,19.2,1.11500223183185,60933752.0,1.63890650808403,18657914.8624
THA,1998,2565.3,6.53927007036114,208.297351611795,1071.88027035122,186503.62,3.02469123488902,587.7850270201819,10.1204415159082,17.6386561396,111859654863.989,2040.0,18.6,1.18543926955447,61660383.0,1.70661308767403,18979065.8874
THA,1999,2537.3,4.9765069930785,212.909130594677,1130.62071422516,196947.236,3.15576880309792,594.268249088153,10.0719196904775,18.6776342216,122629741697.716,1930.0,18.2,1.20620773844713,62408639.0,1.72467941186582,19309232.9066
